Mod:Item:MetaData, Localized Name
thaumcraft:phial:1, Phial of Praemunio Essentia
thaumcraft:phial:1, Phial of Desiderium Essentia
thaumcraft:phial:1, Phial of Exanimis Essentia
thaumcraft:phial:1, Phial of Bestia Essentia
thaumcraft:phial:1, Phial of Humanus Essentia
thaumcraft:alumentum:0, Alumentum
thaumcraft:jar_brace, Brass Lid Brace
thaumcraft:bottle_taint, Bottle of Taint
thaumcraft:sanity_soap, Sanitizing Soap
thaumcraft:bath_salts, Purifying Bath Salts
thaumcraft:turret:0, Automated Crossbow
thaumcraft:turret:1, Advanced Automated Crossbow
thaumcraft:turret:2, Arcane Bore
thaumcraft:causality_collapser, Causality Collapser
thaumcraft:scribing_tools, Scribing Tools
thaumcraft:thaumometer, Thaumometer
thaumcraft:resonator, Essentia Resonator
thaumcraft:sanity_checker, Sanity Checker
thaumcraft:hand_mirror, Magic Hand Mirror
thaumcraft:thaumium_axe, Thaumium Axe
thaumcraft:thaumium_sword, Thaumium Sword
thaumcraft:thaumium_shovel, Thaumium Shovel
thaumcraft:thaumium_pick, Thaumium Pickaxe
thaumcraft:thaumium_hoe, Thaumium Hoe
thaumcraft:void_axe, Void Axe
thaumcraft:void_sword, Void Sword
thaumcraft:void_shovel, Void Shovel
thaumcraft:void_pick, Void Pickaxe
thaumcraft:void_hoe, Void Hoe
thaumcraft:elemental_axe, Axe of the Stream
thaumcraft:elemental_sword, Sword of the Zephyr
thaumcraft:elemental_shovel, Shovel of the Earthmover
thaumcraft:elemental_pick, Pickaxe of the Core
thaumcraft:elemental_hoe, Hoe of Growth
thaumcraft:primal_crusher, Primal Crusher
thaumcraft:crimson_blade, Crimson Blade
thaumcraft:grapple_gun, Arcane Grappler
thaumcraft:grapple_gun_tip, Grappler Head
thaumcraft:grapple_gun_spool, Grappler Spool
thaumcraft:goggles, Goggles of Revealing
thaumcraft:thaumium_helm, Thaumium Helm
thaumcraft:thaumium_chest, Thaumium Chestplate
thaumcraft:thaumium_legs, Thaumium Leggings
thaumcraft:thaumium_boots, Thaumium Boots
thaumcraft:cloth_chest, Thaumaturge's Robe
thaumcraft:cloth_legs, Thaumaturge's Leggings
thaumcraft:cloth_boots, Thaumaturge's Boots
thaumcraft:traveller_boots, Boots of the Traveller
thaumcraft:fortress_helm, Thaumium Fortress Helm
thaumcraft:fortress_chest, Thaumium Fortress Cuirass
thaumcraft:fortress_legs, Thaumium Fortress Thigh Guards
thaumcraft:void_helm, Void Helm
thaumcraft:void_chest, Void Chestplate
thaumcraft:void_legs, Void Leggings
thaumcraft:void_boots, Void Boots
thaumcraft:void_robe_helm, Void Thaumaturge Hood
thaumcraft:void_robe_chest, Void Thaumaturge Robe
thaumcraft:void_robe_legs, Void Thaumaturge Leggings
thaumcraft:crimson_plate_helm, Crimson Cult Helm
thaumcraft:crimson_plate_chest, Crimson Cult Chestplate
thaumcraft:crimson_plate_legs, Crimson Cult Greaves
thaumcraft:crimson_boots, Crimson Cult Boots
thaumcraft:crimson_robe_helm, Crimson Cult Hood
thaumcraft:crimson_robe_chest, Crimson Cult Robe
thaumcraft:crimson_robe_legs, Crimson Cult Leggings
thaumcraft:crimson_praetor_helm, Crimson Praetor Helm
thaumcraft:crimson_praetor_chest, Crimson Praetor Chestplate
thaumcraft:crimson_praetor_legs, Crimson Praetor Greaves
thaumcraft:baubles:0, Mundane Amulet
thaumcraft:baubles:1, Mundane Ring
thaumcraft:baubles:2, Mundane Belt
thaumcraft:baubles:3, Apprentice's Ring
thaumcraft:baubles:4, Fancy Amulet
thaumcraft:baubles:5, Fancy Ring
thaumcraft:baubles:6, Fancy Belt
thaumcraft:amulet_vis:0, Vis Stone
thaumcraft:amulet_vis:1, Amulet of Vis
thaumcraft:verdant_charm, Verdant Heart Charm
thaumcraft:curiosity_band, Headband of Curiosity
thaumcraft:voidseer_charm, Voidseer's Pearl
thaumcraft:cloud_ring, Cloudstepper Ring
thaumcraft:charm_undying, Charm of Undying
thaumcraft:creative_flux_sponge, Flux Sponge
thaumcraft:enchanted_placeholder, Any enchanted item
thaumcraft:caster_basic, Caster's Gauntlet 
thaumcraft:focus_1, Blank Lesser Focus
thaumcraft:focus_2, Blank Advanced Focus
thaumcraft:focus_3, Blank Greater Focus
thaumcraft:focus_pouch, Focus Pouch
thaumcraft:golem_bell, Golemancer's Bell
thaumcraft:golem, Golem
thaumcraft:seal:0, Blank Seal
thaumcraft:seal:1, Control Seal: Collect
thaumcraft:seal:2, Advanced Control Seal: Collect
thaumcraft:seal:3, Control Seal: Store
thaumcraft:seal:4, Advanced Control Seal: Store
thaumcraft:seal:5, Control Seal: Empty
thaumcraft:seal:6, Advanced Control Seal: Empty
thaumcraft:seal:7, Control Seal: Harvest
thaumcraft:seal:8, Control Seal: Butcher
thaumcraft:seal:9, Control Seal: Guard
thaumcraft:seal:10, Advanced Control Seal: Guard
thaumcraft:seal:11, Control Seal: Lumberjack
thaumcraft:seal:12, Control Seal: Block Breaker
thaumcraft:seal:13, Control Seal: Use
thaumcraft:seal:14, Control Seal: Provide
thaumcraft:seal:15, Control Seal: Stock
thaumcraft:seal:16, Control Seal: Advanced Block Breaker
techreborn:dust:0, Almandine Dust
techreborn:dust:1, Aluminium Dust
techreborn:dust:2, Andradite Dust
techreborn:dust:3, Ashes
techreborn:dust:4, Basalt Dust
techreborn:dust:5, Bauxite Dust
techreborn:dust:6, Brass Dust
techreborn:dust:7, Bronze Dust
techreborn:dust:8, Calcite Dust
techreborn:dust:9, Charcoal Dust
techreborn:dust:10, Chrome Dust
techreborn:dust:11, Cinnabar Dust
techreborn:dust:12, Clay Dust
techreborn:dust:13, Coal Dust
techreborn:dust:14, Copper Dust
techreborn:dust:15, Dark Ashes
techreborn:dust:16, Diamond Dust
techreborn:dust:17, Electrum Dust
techreborn:dust:18, Emerald Dust
techreborn:dust:19, Ender Eye Dust
techreborn:dust:20, Ender Pearl Dust
techreborn:dust:21, Endstone Dust
techreborn:dust:22, Flint Dust
techreborn:dust:23, Galena Dust
techreborn:dust:24, Gold Dust
techreborn:dust:25, Grossular Dust
techreborn:dust:26, Invar Dust
techreborn:dust:27, Iron Dust
techreborn:dust:28, Lazurite Dust
techreborn:dust:29, Lead Dust
techreborn:dust:30, Magnesium Dust
techreborn:dust:31, Manganese Dust
techreborn:dust:32, Marble Dust
techreborn:dust:33, Netherrack Dust
techreborn:dust:34, Nickel Dust
techreborn:dust:35, Obsidian Dust
techreborn:dust:36, Peridot Dust
techreborn:dust:37, Phosphorous Dust
techreborn:dust:38, Platinum Dust
techreborn:dust:39, Pyrite Dust
techreborn:dust:40, Pyrope Dust
techreborn:dust:41, Red Garnet Dust
techreborn:dust:43, Ruby Dust
techreborn:dust:44, Saltpeter Dust
techreborn:dust:45, Sapphire Dust
techreborn:dust:46, Saw Dust
techreborn:dust:47, Silver Dust
techreborn:dust:48, Sodalite Dust
techreborn:dust:49, Spessartine Dust
techreborn:dust:50, Sphalerite Dust
techreborn:dust:51, Steel Dust
techreborn:dust:52, Sulfur Dust
techreborn:dust:53, Tin Dust
techreborn:dust:54, Titanium Dust
techreborn:dust:55, Tungsten Dust
techreborn:dust:56, Uvarovite Dust
techreborn:dust:58, Yellow Garnet Dust
techreborn:dust:59, Zinc Dust
techreborn:dust:61, Andesite Dust
techreborn:dust:62, Diorite Dust
techreborn:dust:63, Granite Dust
techreborn:dust:64, Iridium Dust
techreborn:dust:65, Thorium Dust
techreborn:dust:66, Uranium Dust
techreborn:dust:67, Plutonium Dust
techreborn:gem:0, Ruby
techreborn:gem:1, Sapphire
techreborn:gem:2, Peridot
techreborn:gem:3, Red Garnet
techreborn:gem:4, Yellow Garnet
techreborn:ingot:0, Aluminium Ingot
techreborn:ingot:1, Brass Ingot
techreborn:ingot:2, Bronze Ingot
techreborn:ingot:3, Chrome Ingot
techreborn:ingot:4, Copper Ingot
techreborn:ingot:5, Electrum Ingot
techreborn:ingot:6, Invar Ingot
techreborn:ingot:7, Iridium Ingot
techreborn:ingot:8, Lead Ingot
techreborn:ingot:9, Nickel Ingot
techreborn:ingot:10, Platinum Ingot
techreborn:ingot:11, Silver Ingot
techreborn:ingot:12, Steel Ingot
techreborn:ingot:13, Tin Ingot
techreborn:ingot:14, Titanium Ingot
techreborn:ingot:15, Tungsten Ingot
techreborn:ingot:16, Hot Tungstensteel Ingot
techreborn:ingot:17, Tungstensteel Ingot
techreborn:ingot:18, Zinc Ingot
techreborn:ingot:19, Refined Iron Ingot
techreborn:ingot:20, Advanced Alloy Ingot
techreborn:ingot:21, Mixed Metal Ingot
techreborn:ingot:22, Iridium Alloy Ingot
techreborn:ingot:23, Thorium Ingot
techreborn:ingot:24, Uranium Ingot
techreborn:ingot:25, Plutonium Ingot
techreborn:nuggets:0, Aluminium Nugget
techreborn:nuggets:1, Brass Nugget
techreborn:nuggets:2, Bronze Nugget
techreborn:nuggets:3, Chrome Nugget
techreborn:nuggets:4, Copper Nugget
techreborn:nuggets:5, Electrum Nugget
techreborn:nuggets:6, Invar Nugget
techreborn:nuggets:7, Iridium Nugget
techreborn:nuggets:8, Lead Nugget
techreborn:nuggets:9, Nickel Nugget
techreborn:nuggets:10, Platinum Nugget
techreborn:nuggets:11, Silver Nugget
techreborn:nuggets:12, Steel Nugget
techreborn:nuggets:13, Tin Nugget
techreborn:nuggets:14, Titanium Nugget
techreborn:nuggets:15, Tungsten Nugget
techreborn:nuggets:16, Hot Tungstensteel Nugget
techreborn:nuggets:17, Tungstensteel Nugget
techreborn:nuggets:18, Zinc Nugget
techreborn:nuggets:19, Refined Iron Nugget
techreborn:nuggets:23, Iron Nugget
techreborn:nuggets:24, Diamond Nugget
techreborn:part:0, Energy Flow Circuit
techreborn:part:1, Data Control Circuit
techreborn:part:2, Data Storage Circuit
techreborn:part:3, Data Orb
techreborn:part:4, Diamond Grinding Head
techreborn:part:5, Diamond Saw Blade
techreborn:part:6, Tungsten Grinding Head
techreborn:part:7, 60k Helium Coolant Cell
techreborn:part:8, 180k Helium Coolant Cell
techreborn:part:9, 360k Helium Coolant Cell
techreborn:part:10, 60k nak Coolant Cell
techreborn:part:11, 180k nak Coolant Cell
techreborn:part:12, 360k nak Coolant Cell
techreborn:part:13, Cupronickel Heating Coil
techreborn:part:14, Nichrome Heating Coil
techreborn:part:15, Kanthal Heating Coil
techreborn:part:17, Superconductor
techreborn:part:21, Fuel Rod (Plutonium)
techreborn:part:22, Dual Fuel Rod (Plutonium)
techreborn:part:23, Quad Fuel Rod (Plutonium)
techreborn:part:24, Computer Monitor
techreborn:part:25, Machine Parts
techreborn:part:26, Neutron Reflector
techreborn:part:28, Thick Neutron Reflector
techreborn:part:29, Electronic Circuit
techreborn:part:30, Advanced Electronic Circuit
techreborn:part:31, Sap
techreborn:part:32, Rubber
techreborn:part:33, Scrap
techreborn:part:34, Carbon Mesh
techreborn:part:35, Carbon Fiber
techreborn:part:36, 10k Coolant Cell
techreborn:part:37, 30k Coolant Cell
techreborn:part:38, 60k Coolant Cell
techreborn:part:39, Enhanced Superconductor
techreborn:part:40, Basic Circuit Board
techreborn:part:41, Advanced Circuit Board
techreborn:part:42, Advanced Circuit Parts
techreborn:part:43, Processor Circuit Board
techreborn:part:44, Plantball
techreborn:part:45, Compressed Plantball
techreborn:part:46, Bio Cell
techreborn:plates:0, Iron Plate
techreborn:plates:1, Gold Plate
techreborn:plates:2, Carbon Plate
techreborn:plates:3, Wooden Plate
techreborn:plates:4, Redstone Plate
techreborn:plates:5, Diamond Plate
techreborn:plates:6, Emerald Plate
techreborn:plates:8, Coal Plate
techreborn:plates:9, Obsidian Plate
techreborn:plates:10, Lazurite Plate
techreborn:plates:11, Silicon Plate
techreborn:plates:12, Ruby Plate
techreborn:plates:13, Sapphire Plate
techreborn:plates:14, Peridot Plate
techreborn:plates:15, Red Garnet Plate
techreborn:plates:16, Yellow Garnet Plate
techreborn:plates:17, Aluminium Plate
techreborn:plates:18, Brass Plate
techreborn:plates:19, Bronze Plate
techreborn:plates:20, Chrome Plate
techreborn:plates:21, Copper Plate
techreborn:plates:22, Electrum Plate
techreborn:plates:23, Invar Plate
techreborn:plates:24, Iridium Plate
techreborn:plates:25, Lead Plate
techreborn:plates:26, Nickel Plate
techreborn:plates:27, Platinum Plate
techreborn:plates:28, Silver Plate
techreborn:plates:29, Steel Plate
techreborn:plates:30, Tin Plate
techreborn:plates:31, Titanium Plate
techreborn:plates:32, Tungsten Plate
techreborn:plates:33, Tungstensteel Plate
techreborn:plates:34, Zinc Plate
techreborn:plates:35, Refined Iron Plate
techreborn:plates:36, Advanced Alloy Plate
techreborn:plates:37, Magnalium Plate
techreborn:plates:38, Iridium Alloy Plate
techreborn:smalldust:0, Small Pile of Almandine Dust
techreborn:smalldust:1, Small Pile of Aluminium Dust
techreborn:smalldust:2, Small Pile of Andradite Dust
techreborn:smalldust:3, Small Pile of Ashes
techreborn:smalldust:4, Small Pile of Basalt Dust
techreborn:smalldust:5, Small Pile of Bauxite Dust
techreborn:smalldust:6, Small Pile of Brass Dust
techreborn:smalldust:7, Small Pile of Bronze Dust
techreborn:smalldust:8, Small Pile of Calcite Dust
techreborn:smalldust:9, Small Pile of Charcoal Dust
techreborn:smalldust:10, Small Pile of Chrome Dust
techreborn:smalldust:11, Small Pile of Cinnabar Dust
techreborn:smalldust:12, Small Pile of Clay Dust
techreborn:smalldust:13, Small Pile of Coal Dust
techreborn:smalldust:14, Small Pile of Copper Dust
techreborn:smalldust:15, Small Pile of Dark Ashes
techreborn:smalldust:16, Small Pile of Diamond Dust
techreborn:smalldust:17, Small Pile of Electrum Dust
techreborn:smalldust:18, Small Pile of Emerald Dust
techreborn:smalldust:19, Small Pile of Ender Eye Dust
techreborn:smalldust:20, Small Pile of Ender Pearl Dust
techreborn:smalldust:21, Small Pile of Endstone Dust
techreborn:smalldust:22, Small Pile of Flint Dust
techreborn:smalldust:23, Small Pile of Galena Dust
techreborn:smalldust:24, Small Pile of Gold Dust
techreborn:smalldust:25, Small Pile of Grossular Dust
techreborn:smalldust:26, Small Pile of Invar Dust
techreborn:smalldust:27, Small Pile of Iron Dust
techreborn:smalldust:28, Small Pile of Lazurite Dust
techreborn:smalldust:29, Small Pile of Lead Dust
techreborn:smalldust:30, Small Pile of Magnesium Dust
techreborn:smalldust:31, Small Pile of Manganese Dust
techreborn:smalldust:32, Small Pile of Marble Dust
techreborn:smalldust:33, Small Pile of Netherrack Dust
techreborn:smalldust:34, Small Pile of Nickel Dust
techreborn:smalldust:35, Small Pile of Obsidian Dust
techreborn:smalldust:36, Small Pile of Peridot
techreborn:smalldust:37, Small Pile of Phosphorous Dust
techreborn:smalldust:38, Small Pile of Platinum Dust
techreborn:smalldust:39, Small Pile of Pyrite Dust
techreborn:smalldust:40, Small Pile of Pyrope Dust
techreborn:smalldust:41, Small Pile of Red Garnet Dust
techreborn:smalldust:43, Small Pile of Ruby Dust
techreborn:smalldust:44, Small Pile of Saltpeter Dust
techreborn:smalldust:45, Small Pile of Sapphire Dust
techreborn:smalldust:46, Small Pile of Saw Dust
techreborn:smalldust:47, Small Pile of Silver Dust
techreborn:smalldust:48, Small Pile of Sodalite Dust
techreborn:smalldust:49, Small Pile of Spessartine Dust
techreborn:smalldust:50, Small Pile of Sphalerite Dust
techreborn:smalldust:51, Small Pile of Steel Dust
techreborn:smalldust:52, Small Pile of Sulfur Dust
techreborn:smalldust:53, Small Pile of Tin Dust
techreborn:smalldust:54, Small Pile of Titanium Dust
techreborn:smalldust:55, Small Pile of Tungsten Dust
techreborn:smalldust:56, Small Pile of Uvarovite Dust
techreborn:smalldust:58, Small Pile of Yellow Garnet Dust
techreborn:smalldust:59, Small Pile of Zinc Dust
techreborn:smalldust:61, Small Pile of Redstone
techreborn:smalldust:62, Small Pile of Glowstone Dust
techreborn:smalldust:63, Small Pile of Andesite Dust
techreborn:smalldust:64, Small Pile of Diorite Dust
techreborn:smalldust:65, Small Pile of Granite Dust
techreborn:smalldust:66, Pile of Iridium Dust
techreborn:smalldust:67, Small Pile of Thorium Dust
techreborn:smalldust:68, Small Pile of Uranium Dust
techreborn:smalldust:69, Small Pile of Plutonium Dust
techreborn:uumatter, UU-Matter
techreborn:cloakingdevice, Cloaking Device
techreborn:lapotronpack, Lapotronic Orbpack
techreborn:lithiumbatpack, Lithium Batpack
techreborn:energycrystal, Energy Crystal
techreborn:lapotroncrystal, Lapotron Crystal
techreborn:lapotronicorb, Lapotronic Energy Orb
techreborn:lithiumbattery, Lithium Battery
techreborn:rebattery, Battery
techreborn:advancedchainsaw, Advanced Chainsaw
techreborn:advanceddrill, Advanced Drill
techreborn:ironjackhammer, Advanced Jackhammer
techreborn:debug, Debug Tool
techreborn:diamondchainsaw, Diamond Chainsaw
techreborn:diamonddrill, Diamond Drill
techreborn:diamondjackhammer, Diamond Jackhammer
techreborn:electrictreetap, Electric Treetap
techreborn:nanosaber, Nanosaber
techreborn:omnitool, Omni-Tool
techreborn:rockcutter, Rockcutter
techreborn:ironchainsaw, Steel Chainsaw
techreborn:irondrill, Steel Drill
techreborn:steeljackhammer, Steel Jackhammer
techreborn:treetap, Treetap
techreborn:wrench, Wrench
techreborn:singlethoriumfuelrod, Thorium Fuel Rod (Single)
techreborn:dualthoriumfuelrod, Thorium Fuel Rod (Dual)
techreborn:quadthoriumfuelrod, Thorium Fuel Rod (Quad)
techreborn:depletedsinglethoriumfuelrod, Depleted Thorium Fuel Rod (Single)
techreborn:depleteddualthoriumfuelrod, Depleted Thorium Fuel Rod (Dual)
techreborn:depletedquadthoriumfuelrod, Depleted Thorium Fuel Rod (Quad)
techreborn:iridiumneutronreflector, Iridium Neutron Reflector
techreborn:dynamiccell, Empty Cell
techreborn:frequencytransmitter, Frequency Transmitter
techreborn:techmanuel, Tech Reborn Manual
techreborn:missingrecipe, item.missingRecipe.name
techreborn:scrapbox, Scrap Box
techreborn:upgrades:0, Overclocker Upgrade
techreborn:upgrades:1, Transformer Upgrade
techreborn:upgrades:2, Energy Storage Upgrade
techreborn:upgrades:3, Superconductor Upgrade
techreborn:bronzesword, Bronze Sword
